UF;ANO;Mês;1º Decêndio;2º Decêndio;3º Decêndio;Item transferência;Transferência;
RO;2020;01;75554213.9;32829299.65;0;FPE;FPE;
RO;2020;01;0;0;0;FPE;FUNDEF;
RO;2020;01;0;0;0;ICMS;FUNDEF;
RO;2020;01;0;0;0;FPM;FUNDEF;
RO;2020;01;0;0;0;IPI-EXP;FUNDEF;
RO;2020;01;0;0;0;COUN;FUNDEF;
RO;2020;01;0;0;0;LC 87;FUNDEF;
RO;2020;01;738512.64;382827.35;0;IPI-EXP;IPI-Exp;
RO;2020;01;3329801.21;1446842.31;0;FPM;FUNDEB;
RO;2020;01;98862.94;51248.16;0;IPI-EXP;FUNDEB;
RO;2020;01;0;0;0;COUN;FUNDEB;
RO;2020;01;0;0;0;LC 87;FUNDEB;
RO;2020;01;30967.51;0;0;ITR;FUNDEB;
RO;2020;01;434540.28;831799.2;0;IPVA;FUNDEB;
RO;2020;01;5824.43;12480.82;0;ITCMD;FUNDEB;
RO;2020;01;1569132.21;3616856.89;0;ICMS;FUNDEB;
RO;2020;01;10114261.25;4394779.52;0;FPE;FUNDEB;
RO;2020;01;0;136193.89;0;CFM;Royalties;
RR;2020;01;1167799.59;0;0;CIDE/Combustível;CIDE-Combustíveis;
RR;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
RR;2020;01;0;0;0;IOF Ouro;IOF-Ouro;
RR;2020;01;66567459.3;28924436.58;0;FPE;FPE;
RR;2020;01;0;0;0;FPE;FUNDEF;
RR;2020;01;0;0;0;ICMS;FUNDEF;
RR;2020;01;0;0;0;FPM;FUNDEF;
RR;2020;01;0;0;0;IPI-EXP;FUNDEF;
RR;2020;01;0;0;0;COUN;FUNDEF;
RR;2020;01;0;0;0;LC 87;FUNDEF;
RR;2020;01;33233.42;17227.41;0;IPI-EXP;IPI-Exp;
RR;2020;01;1863159.51;809567.28;0;FPM;FUNDEB;
RR;2020;01;4378.02;2269.44;0;IPI-EXP;FUNDEB;
RR;2020;01;0;0;0;COUN;FUNDEB;
RR;2020;01;0;0;0;LC 87;FUNDEB;
RR;2020;01;1229.42;0;0;ITR;FUNDEB;
RR;2020;01;78529.01;120860.9;0;IPVA;FUNDEB;
RR;2020;01;35.22;11588.97;0;ITCMD;FUNDEB;
RR;2020;01;708664.81;1373801.07;0;ICMS;FUNDEB;
RR;2020;01;8769306.79;3810379.16;0;FPE;FUNDEB;
RR;2020;01;0;6796.18;0;CFM;Royalties;
RS;2020;01;8551492.44;0;0;CIDE/Combustível;CIDE-Combustíveis;
RS;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
RS;2020;01;0;0;0;IOF Ouro;IOF-Ouro;
RS;2020;01;63189040.65;27456469.24;0;FPE;FPE;
RS;2020;01;0;0;0;FPE;FUNDEF;
RS;2020;01;0;0;0;ICMS;FUNDEF;
RS;2020;01;0;0;0;FPM;FUNDEF;
RS;2020;01;0;0;0;IPI-EXP;FUNDEF;
RS;2020;01;0;0;0;COUN;FUNDEF;
RS;2020;01;0;0;0;LC 87;FUNDEF;
RS;2020;01;16327439.68;8463755.35;0;IPI-EXP;IPI-Exp;
RS;2020;01;20842430.92;9056309.35;0;FPM;FUNDEB;
RS;2020;01;1797417.01;931738.08;0;IPI-EXP;FUNDEB;
RS;2020;01;0;0;0;COUN;FUNDEB;
RS;2020;01;0;0;0;LC 87;FUNDEB;
RS;2020;01;748203.56;0;0;ITR;FUNDEB;
RS;2020;01;67166719.05;5794840.45;0;IPVA;FUNDEB;
RS;2020;01;2749686.62;485656.91;0;ITCMD;FUNDEB;
RS;2020;01;38385792.25;119190356.5;0;ICMS;FUNDEB;
RS;2020;01;6956207.01;3022563.4;0;FPE;FUNDEB;
RS;2020;01;0;268042.29;0;CFM;Royalties;
SC;2020;01;5928646.73;0;0;CIDE/Combustível;CIDE-Combustíveis;
SC;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
SC;2020;01;0;0;0;IOF Ouro;IOF-Ouro;
SC;2020;01;34342336.6;14922196.94;0;FPE;FPE;
SC;2020;01;0;0;0;FPE;FUNDEF;
SC;2020;01;0;0;0;ICMS;FUNDEF;
SC;2020;01;0;0;0;FPM;FUNDEF;
SC;2020;01;0;0;0;IPI-EXP;FUNDEF;
SC;2020;01;0;0;0;COUN;FUNDEF;
SC;2020;01;0;0;0;LC 87;FUNDEF;
SC;2020;01;10629898.5;5510285.87;0;IPI-EXP;IPI-Exp;
SC;2020;01;10825082.62;4703640.25;0;FPM;FUNDEB;
SC;2020;01;1050824.43;544722.39;0;IPI-EXP;FUNDEB;
SC;2020;01;0;0;0;COUN;FUNDEB;
SC;2020;01;0;0;0;LC 87;FUNDEB;
SC;2020;01;31290.42;0;0;ITR;FUNDEB;
SC;2020;01;2926975.28;3992647.01;0;IPVA;FUNDEB;
SC;2020;01;578309.78;413415.17;0;ITCMD;FUNDEB;
SC;2020;01;12469419.81;94713108.67;0;ICMS;FUNDEB;
SC;2020;01;3394930.48;1475142.02;0;FPE;FUNDEB;
SC;2020;01;0;257162.81;0;CFM;Royalties;
SE;2020;01;1905383.94;0;0;CIDE/Combustível;CIDE-Combustíveis;
SE;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
SE;2020;01;0;0;0;IOF Ouro;IOF-Ouro;
SE;2020;01;111503915.68;48449917.88;0;FPE;FPE;
SE;2020;01;0;0;0;FPE;FUNDEF;
SE;2020;01;0;0;0;ICMS;FUNDEF;
SE;2020;01;0;0;0;FPM;FUNDEF;
SE;2020;01;0;0;0;IPI-EXP;FUNDEF;
SE;2020;01;0;0;0;COUN;FUNDEF;
SE;2020;01;0;0;0;LC 87;FUNDEF;
SE;2020;01;46479.49;24093.87;0;IPI-EXP;IPI-Exp;
SE;2020;01;3800155.14;1651217.19;0;FPM;FUNDEB;
SE;2020;01;4205.09;2179.8;0;IPI-EXP;FUNDEB;
SE;2020;01;0;0;0;COUN;FUNDEB;
SE;2020;01;0;0;0;LC 87;FUNDEB;
SE;2020;01;5533.8;0;0;ITR;FUNDEB;
SE;2020;01;315585.09;302740.15;0;IPVA;FUNDEB;
SE;2020;01;19578.15;7453.46;0;ITCMD;FUNDEB;
SE;2020;01;10765744.81;8823391.36;0;ICMS;FUNDEB;
SE;2020;01;10088006.4;4383371.47;0;FPE;FUNDEB;
SE;2020;01;0;196532.04;0;CFM;Royalties;
SP;2020;01;27233494.88;0;0;CIDE/Combustível;CIDE-Combustíveis;
SP;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
SP;2020;01;1088.32;6136.85;0;IOF Ouro;IOF-Ouro;
SP;2020;01;26834143.3;11659788.2;0;FPE;FPE;
SP;2020;01;0;0;0;FPE;FUNDEF;
SP;2020;01;0;0;0;ICMS;FUNDEF;
SP;2020;01;0;0;0;FPM;FUNDEF;
SP;2020;01;0;0;0;IPI-EXP;FUNDEF;
SP;2020;01;0;0;0;COUN;FUNDEF;
SP;2020;01;0;0;0;LC 87;FUNDEF;
SP;2020;01;34775710.83;18026899.15;0;IPI-EXP;IPI-Exp;
SP;2020;01;42322898.25;18389855.36;0;FPM;FUNDEB;
SP;2020;01;3928148.31;2036258.4;0;IPI-EXP;FUNDEB;
SP;2020;01;0;0;0;COUN;FUNDEB;
SP;2020;01;0;0;0;LC 87;FUNDEB;
SP;2020;01;926840.85;0;0;ITR;FUNDEB;
SP;2020;01;29918957.17;198703406.98;0;IPVA;FUNDEB;
SP;2020;01;3374148.3;2312006.71;0;ITCMD;FUNDEB;
SP;2020;01;61911082.94;300352810.28;0;ICMS;FUNDEB;
SP;2020;01;3031095.27;1317050.57;0;FPE;FUNDEB;
SP;2020;01;0;749998;0;CFM;Royalties;
SP;2020;01;0;279922.76;0;ITA;Royalties;
TO;2020;01;3284120.28;0;0;CIDE/Combustível;CIDE-Combustíveis;
TO;2020;01;0;0;0;ICMS/LC 87/96 - Lei Kandir;LC 87/96 (Lei Kandir);
TO;2020;01;0;0;0;IOF Ouro;IOF-Ouro;
TO;2020;01;116460181.93;50603480.77;0;FPE;FPE;
TO;2020;01;0;0;0;FPE;FUNDEF;
TO;2020;01;0;0;0;ICMS;FUNDEF;
TO;2020;01;0;0;0;FPM;FUNDEF;
TO;2020;01;0;0;0;IPI-EXP;FUNDEF;
TO;2020;01;0;0;0;COUN;FUNDEF;
TO;2020;01;0;0;0;LC 87;FUNDEF;
TO;2020;01;157226.22;81502.32;0;IPI-EXP;IPI-Exp;
TO;2020;01;4313344.05;1874204.85;0;FPM;FUNDEB;
TO;2020;01;17422.85;9031.63;0;IPI-EXP;FUNDEB;
TO;2020;01;0;0;0;COUN;FUNDEB;
TO;2020;01;0;0;0;LC 87;FUNDEB;
TO;2020;01;89893.99;0;0;ITR;FUNDEB;
TO;2020;01;897612.74;363703.68;0;IPVA;FUNDEB;
TO;2020;01;245894.98;0;0;ITCMD;FUNDEB;
TO;2020;01;20735817.39;2595719.34;0;ICMS;FUNDEB;
TO;2020;01;12905419.36;5607574.46;0;FPE;FUNDEB;
TO;2020;01;0;69770.19;0;CFM;Royalties;
