Municipio;CodIBGE;UF;pop;ind1;nota1;ind2;nota2;ind3;nota3;classifica_CAPAG
Prefeitura Municipal de Buenópolis - MG;3109204;MG;10594;0,0645 ;A;0,9764 ;C;1,4225 ;C;C
Prefeitura Municipal de Iracema - RR;1400282;RR;10592;0,0368 ;A;;;;;
Prefeitura Municipal de Parnaguá - PI;2207603;PI;10589;4,5076 ;C;1,0706 ;C; -   ;;
Prefeitura Municipal de Salgadinho - PE;2612109;PE;10588;0,3964 ;A;1,0368 ;C;1,4560 ;C;C
Prefeitura Municipal de Urucânia - MG;3170503;MG;10587;0,1729 ;A;0,9884 ;C;2,4979 ;C;C
Prefeitura Municipal de Arceburgo - MG;3104106;MG;10578;0,1122 ;A;0,9128 ;B;;;
Prefeitura Municipal de Jacinto Machado - SC;4208708;SC;10573;0,0341 ;A;0,9019 ;B;0,0840 ;A;B
Prefeitura Municipal de Pirpirituba - PB;2511806;PB;10570;0,5064 ;A;0,8387 ;A;3,6973 ;C;C
Prefeitura Municipal de Paranã - TO;1716208;TO;10568;0,1519 ;A;0,9434 ;B;0,6018 ;A;B
Prefeitura Municipal de São Sebastião do Maranhão - MG;3164506;MG;10564;0,0118 ;A;1,0355 ;C;0,9784 ;A;C
Prefeitura Municipal de Francisco Badaró - MG;3126505;MG;10553;0,0467 ;A;1,0437 ;C;;;
Prefeitura Municipal de Mariluz - PR;4115101;PR;10548;0,1429 ;A;0,9598 ;C;0,0644 ;A;C
Prefeitura Municipal de Petrolina de Goiás - GO;5216809;GO;10548;0,2663 ;A;0,8888 ;A;0,9806 ;A;A
Prefeitura Municipal de Guaraciaba - MG;3128204;MG;10537;0,1329 ;A;0,9231 ;B;17,6390 ;C;C
Prefeitura Municipal de Rosário do Catete - SE;2806107;SE;10533;0,1506 ;A;1,0344 ;C;27,3168 ;C;C
Prefeitura Municipal de Ferros - MG;3125903;MG;10519;0,1270 ;A;0,9701 ;C;1,4734 ;C;C
Prefeitura Municipal de Gilbués - PI;2204402;PI;10518;1,5778 ;C;1,1111 ;C;;;
Prefeitura Municipal de Bom Jesus da Serra - BA;2903953;BA;10515;0,4760 ;A;1,4480 ;C;;;
Prefeitura Municipal de Primavera - PA;1506104;PA;10510;0,3033 ;A;1,0595 ;C;;;
Prefeitura Municipal de Catanduvas - SC;4204004;SC;10503;0,0388 ;A;0,8731 ;A;0,0392 ;A;A
Prefeitura Municipal de Itamogi - MG;3132909;MG;10501;0,0518 ;A;0,9251 ;B;;;
Prefeitura Municipal de Varre-Sai - RJ;3306156;RJ;10500;0,0635 ;A;0,8308 ;A;1,1441 ;C;C
Prefeitura Municipal de Santa Tereza do Oeste - PR;4124020;PR;10489;0,1913 ;A;0,9186 ;B;0,8428 ;A;B
Prefeitura Municipal de Prudente de Morais - MG;3153608;MG;10485;0,1549 ;A;0,8998 ;A;0,0139 ;A;A
Prefeitura Municipal de Cristina - MG;3120508;MG;10482;0,0714 ;A;1,0007 ;C;10,0617 ;C;C
Prefeitura Municipal de Ilha Comprida - SP;3520426;SP;10476;0,3231 ;A;0,9117 ;B;0,8711 ;A;B
Prefeitura Municipal de Cedral - MA;2103109;MA;10473;;;0,9773 ;C; -   ;;
Prefeitura Municipal de Arauá - SE;2800407;SE;10467;0,4029 ;A;0,9776 ;C;;;
Prefeitura Municipal de Natuba - PB;2509909;PB;10455;0,3594 ;A;1,0053 ;C;44,9415 ;C;C
Prefeitura Municipal de Catanduvas - PR;4105003;PR;10455;0,1252 ;A;0,9143 ;B;0,1587 ;A;B
Prefeitura Municipal de Monte Alegre do Piauí - PI;2206605;PI;10446;0,2009 ;A;1,0213 ;C; -   ;;
Prefeitura Municipal de Brejo de Areia - MA;2102150;MA;10444;0,1131 ;A;1,0061 ;C;0,7418 ;A;C
Prefeitura Municipal de Apiúna - SC;4201257;SC;10432;0,0881 ;A;0,9324 ;B;0,0351 ;A;B
Prefeitura Municipal de Roseira - SP;3544301;SP;10429;0,0205 ;A;0,9017 ;B; -   ;;
Prefeitura Municipal de Agrolândia - SC;4200200;SC;10427;0,0170 ;A;0,9665 ;C;0,4057 ;A;C
Prefeitura Municipal de Igaratinga - MG;3130200;MG;10420;0,0567 ;A;0,9456 ;B;1,3641 ;C;C
Prefeitura Municipal de Dona Inês - PB;2505709;PB;10419;0,0636 ;A;0,9532 ;C;113,0003 ;C;C
Prefeitura Municipal de Sucupira do Norte - MA;2111904;MA;10416;0,1337 ;A;0,9252 ;B;;;
Prefeitura Municipal de Itaipulândia - PR;4110953;PR;10413;0,0014 ;A;0,7399 ;A;0,1295 ;A;A
Prefeitura Municipal de Monsenhor Gil - PI;2206407;PI;10409;-0,0025 ;A;1,1056 ;C; -   ;;
Prefeitura Municipal de Sinimbu - RS;4320677;RS;10404;0,0667 ;A;0,9665 ;C;0,0987 ;A;C
Prefeitura Municipal de Bela Vista de Minas - MG;3106002;MG;10399;0,1058 ;A;1,0053 ;C;0,6334 ;A;C
Prefeitura Municipal de Cajobi - SP;3509304;SP;10393;0,1371 ;A;0,9531 ;C;8,5976 ;C;C
Prefeitura Municipal de Piraí do Norte - BA;2924678;BA;10386;0,3616 ;A;0,9865 ;C;0,6629 ;A;C
Prefeitura Municipal de Cabeceiras do Piauí - PI;2202059;PI;10368;0,0115 ;A;1,0703 ;C;;;
Prefeitura Municipal de Chupinguaia - RO;1100924;RO;10364;0,0059 ;A;0,9011 ;B;0,0273 ;A;B
Prefeitura Municipal de Rubim - MG;3156601;MG;10354;0,3072 ;A;0,9437 ;B;0,5467 ;A;B
Prefeitura Municipal de Trajano de Moraes - RJ;3305901;RJ;10351;0,4249 ;A;0,9352 ;B;0,4319 ;A;B
Prefeitura Municipal de Calçoene - AP;1600204;AP;10345;0,2892 ;A;1,6862 ;C;2,3532 ;C;C
Prefeitura Municipal de Juruaia - MG;3136900;MG;10341;0,4377 ;A;0,8986 ;A;;;
Prefeitura Municipal de Conceição da Aparecida - MG;3117108;MG;10339;0,0341 ;A;0,9765 ;C;-3,4879 ;C;C
Prefeitura Municipal de Normandia - RR;1400407;RR;10339;0,4562 ;A;0,8056 ;A;1,0089 ;C;C
Prefeitura Municipal de Ninheira - MG;3144656;MG;10339;0,0037 ;A;0,9053 ;B;0,1052 ;A;B
Prefeitura Municipal de Guadalupe - PI;2204501;PI;10337;0,0738 ;A;1,1091 ;C;8,8649 ;C;C
Prefeitura Municipal de Ibiassucê - BA;2912004;BA;10337;0,5241 ;A;0,9457 ;B;25,2643 ;C;C
Prefeitura Municipal de Catunda - CE;2303659;CE;10331;0,3061 ;A;1,0091 ;C;;;
Prefeitura Municipal de Fernando Falcão - MA;2104081;MA;10326;;;0,9581 ;C;0,9963 ;A;
Prefeitura Municipal de Mara Rosa - GO;5212808;GO;10320;0,1273 ;A;;;1,0064 ;C;
Prefeitura Municipal de Balneário Barra do Sul - SC;4202057;SC;10317;0,0192 ;A;0,8630 ;A;0,5062 ;A;A
Prefeitura Municipal de Guaraciaba - SC;4206405;SC;10316;0,0161 ;A;0,9784 ;C;0,3087 ;A;C
Prefeitura Municipal de Terra Nova - PE;2615201;PE;10313;0,0012 ;A;1,2488 ;C;;;
Prefeitura Municipal de Angélica - MS;5000856;MS;10304;0,1045 ;A;0,9027 ;B;0,2953 ;A;B
Prefeitura Municipal de Barracão - PR;4102604;PR;10273;0,0256 ;A;0,9150 ;B; -   ;;
Prefeitura Municipal de Carlinda - MT;5102793;MT;10258;0,0017 ;A;0,9225 ;B;0,1341 ;A;B
Prefeitura Municipal de Alto Piquiri - PR;4100707;PR;10253;0,0941 ;A;0,9336 ;B;0,0755 ;A;B
Prefeitura Municipal de Sairé - PE;2612000;PE;10247;0,8170 ;B;1,0546 ;C;5,9927 ;C;C
Prefeitura Municipal de Barro Alto - GO;5203203;GO;10235;0,3893 ;A;0,9168 ;B;1,7085 ;C;C
Prefeitura Municipal de Cristino Castro - PI;2203107;PI;10235;0,0361 ;A;1,0831 ;C;1,6572 ;C;C
Prefeitura Municipal de Bom Jesus do Norte - ES;3201100;ES;10215;0,0841 ;A;0,9014 ;B;0,0263 ;A;B
Prefeitura Municipal de Irani - SC;4207809;SC;10202;;;0,9173 ;B;0,1895 ;A;
Prefeitura Municipal de Santa Maria Madalena - RJ;3304607;RJ;10198;0,2590 ;A;0,9487 ;B;0,4110 ;A;B
Prefeitura Municipal de Cachoeira dos Índios - PB;2503308;PB;10191;0,0730 ;A;0,9485 ;B;1,3394 ;C;C
Prefeitura Municipal de Bom Jesus - RN;2401701;RN;10185;0,6986 ;B;0,9823 ;C;0,9382 ;A;C
Prefeitura Municipal de Iramaia - BA;2914307;BA;10184;1,4730 ;B;0,9304 ;B;3,4535 ;C;C
Prefeitura Municipal de Maiquinique - BA;2920007;BA;10183;0,2816 ;A;0,8133 ;A;;;
Prefeitura Municipal de Caém - BA;2905107;BA;10179;0,3124 ;A;0,9914 ;C;51,9979 ;C;C
Prefeitura Municipal de Água Branca - PB;2500106;PB;10172;0,2347 ;A;0,9884 ;C;6,1997 ;C;C
Prefeitura Municipal de Coronel Freitas - SC;4204400;SC;10165;;;0,6259 ;A;0,0029 ;A;
Prefeitura Municipal de Novo Horizonte do Oeste - RO;1100502;RO;10161;0,4149 ;A;0,8713 ;A;0,4754 ;A;A
Prefeitura Municipal de Itapuã do Oeste - RO;1101104;RO;10155;0,0692 ;A;0,9080 ;B;0,1320 ;A;B
Prefeitura Municipal de Canápolis - BA;2906105;BA;10146;0,5183 ;A;0,9136 ;B;;;
Prefeitura Municipal de Balneário Gaivota - SC;4202073;SC;10128;0,0210 ;A;0,9429 ;B;0,8135 ;A;B
Prefeitura Municipal de Rinópolis - SP;3543808;SP;10116;0,0022 ;A;0,9705 ;C;0,7276 ;A;C
Prefeitura Municipal de Riachuelo - SE;2805901;SE;10116;0,0528 ;A;0,9326 ;B;0,9893 ;A;B
Prefeitura Municipal de Ipupiara - BA;2914109;BA;10107;;;1,1916 ;C;;;
Prefeitura Municipal de Constantina - RS;4305801;RS;10101;0,0639 ;A;0,9199 ;B;4,5198 ;C;C
Prefeitura Municipal de Mucugê - BA;2921906;BA;10096;0,2152 ;A;1,0058 ;C;;;
Prefeitura Municipal de Ipuiúna - MG;3131505;MG;10082;0,4239 ;A;1,0218 ;C;;;
Prefeitura Municipal de Águia Branca - ES;3200136;ES;10075;0,0057 ;A;0,8578 ;A;0,3001 ;A;A
Prefeitura Municipal de Carneirinho - MG;3114550;MG;10072;0,0937 ;A;0,9276 ;B;;;
Prefeitura Municipal de Açucena - MG;3100500;MG;10066;0,0556 ;A;1,0166 ;C;;;
Prefeitura Municipal de Caatiba - BA;2904803;BA;10044;0,1281 ;A;;;8,0448 ;C;
Prefeitura Municipal de Quilombo - SC;4214201;SC;10044;0,0013 ;A;0,9866 ;C;0,1578 ;A;C
Prefeitura Municipal de Beneditinos - PI;2201606;PI;10032;0,1985 ;A;0,9786 ;C;1,2932 ;C;C
Prefeitura Municipal de Jucuruçu - BA;2918456;BA;10032;1,0722 ;B;0,8348 ;A;4,7524 ;C;C
Prefeitura Municipal de Jatobá - MA;2105450;MA;10027;;;0,9821 ;C;;;
Prefeitura Municipal de Dores de Campos - MG;3123007;MG;10026;0,1205 ;A;0,9881 ;C;1,9350 ;C;C
Prefeitura Municipal de Rio Acima - MG;3154804;MG;10026;0,4334 ;A;0,9025 ;B;7,0057 ;C;C
Prefeitura Municipal de Uchoa - SP;3555604;SP;10008;0,3209 ;A;0,9551 ;C;4,0809 ;C;C
Prefeitura Municipal de Vargem - SP;3556354;SP;10000;0,0029 ;A;0,9719 ;C;-0,6433 ;C;C
Prefeitura Municipal de Guia Lopes da Laguna - MS;5004106;MS;9991;0,4203 ;A;0,8820 ;A;0,5869 ;A;A
Prefeitura Municipal de Januário Cicco - RN;2405306;RN;9989;0,0043 ;A;0,9366 ;B;;;
Prefeitura Municipal de Glória de Dourados - MS;5004007;MS;9976;0,3028 ;A;0,9799 ;C;0,0730 ;A;C
Prefeitura Municipal de Alto Taquari - MT;5100607;MT;9963;;;0,8717 ;A;;;
Prefeitura Municipal de Serra Caiada - RN;2410306;RN;9958;0,3005 ;A;0,9457 ;B;;;
Prefeitura Municipal de Sarapuí - SP;3551108;SP;9936;0,3907 ;A;0,9187 ;B;2,3819 ;C;C
Prefeitura Municipal de Torrinha - SP;3554706;SP;9934;0,1893 ;A;0,9699 ;C;;;
Prefeitura Municipal de Governador Newton Bello - MA;2104651;MA;9921;;;1,0696 ;C;;;
Prefeitura Municipal de Pescaria Brava - SC;4212650;SC;9908;0,0007 ;A;1,0299 ;C;1,9631 ;C;C
Prefeitura Municipal de Alfredo Wagner - SC;4200705;SC;9905;0,0000 ;A;;;0,7810 ;A;
Prefeitura Municipal de Umbuzeiro - PB;2517001;PB;9901;;;0,9916 ;C;1,2351 ;C;
Prefeitura Municipal de Caraíbas - BA;2906899;BA;9890;0,6160 ;B;;;;;
Prefeitura Municipal de Pantano Grande - RS;4313953;RS;9887;0,0918 ;A;0,8279 ;A;0,5037 ;A;A
Prefeitura Municipal de Mulungu - PB;2509800;PB;9882;0,9097 ;B;;;0,3481 ;A;
Prefeitura Municipal de Juru - PB;2508000;PB;9880;1,2712 ;B;1,0107 ;C;62,4523 ;C;C
Prefeitura Municipal de Mauá da Serra - PR;4115754;PR;9874;0,0456 ;A;0,6112 ;A;4,5506 ;C;C
Prefeitura Municipal de Sigefredo Pacheco - PI;2210656;PI;9865;0,8600 ;B;0,9925 ;C;10,1802 ;C;C
Prefeitura Municipal de Paranaiguara - GO;5216304;GO;9841;0,4750 ;A;;;0,5563 ;A;
Prefeitura Municipal de Itapé - BA;2916203;BA;9830;1,6547 ;C;1,0041 ;C;0,9700 ;A;C
Prefeitura Municipal de Cardeal da Silva - BA;2907004;BA;9809;0,2353 ;A;0,9118 ;B;0,2503 ;A;B
Prefeitura Municipal de Cavalcante - GO;5205307;GO;9803;0,1953 ;A;;;0,5282 ;A;
Prefeitura Municipal de Ananás - TO;1701002;TO;9798;0,2460 ;A;0,9810 ;C;18,5179 ;C;C
Prefeitura Municipal de Carmo do Rio Verde - GO;5205000;GO;9767;0,3147 ;A;1,2424 ;C;-3,1108 ;C;C
Prefeitura Municipal de Caturama - BA;2907558;BA;9764;0,4663 ;A;1,0814 ;C;31,2849 ;C;C
Prefeitura Municipal de Santa Terezinha de Goiás - GO;5219704;GO;9747;0,4542 ;A;1,2813 ;C;4,4393 ;C;C
Prefeitura Municipal de Governador Jorge Teixeira - RO;1101005;RO;9745;0,1995 ;A;0,8963 ;A;0,3580 ;A;A
Prefeitura Municipal de Wagner - BA;2933406;BA;9743;0,3487 ;A;0,9699 ;C;0,8748 ;A;C
Prefeitura Municipal de Augusto Severo - RN;2401305;RN;9742;0,1678 ;A;0,9993 ;C;0,3023 ;A;C
Prefeitura Municipal de Axixá do Tocantins - TO;1702901;TO;9741;1,9142 ;C;;;0,4645 ;A;
Prefeitura Municipal de Monte Carlo - SC;4211058;SC;9740;0,0431 ;A;0,8986 ;A;0,0637 ;A;A
Prefeitura Municipal de Mirante - BA;2921450;BA;9735;0,2973 ;A;0,9898 ;C;0,1606 ;A;C
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9733;0,0668 ;A;0,8437 ;A;4,3554 ;C;C
Prefeitura Municipal de Delta - MG;3121258;MG;9707;0,1930 ;A;0,9161 ;B;;;
Prefeitura Municipal de Bom Retiro - SC;4202602;SC;9698;0,0010 ;A;0,9826 ;C;2,0315 ;C;C
Prefeitura Municipal de Apiacás - MT;5100805;MT;9694;0,0200 ;A;0,8739 ;A;0,1170 ;A;A
Prefeitura Municipal de Ribeirão Cascalheira - MT;5107180;MT;9681;0,1723 ;A;1,0257 ;C;12,4055 ;C;C
Prefeitura Municipal de Paula Cândido - MG;3148301;MG;9676;0,0398 ;A;0,9906 ;C;17,4415 ;C;C
Prefeitura Municipal de Riacho dos Machados - MG;3154507;MG;9665;0,0264 ;A;0,9527 ;C;7,8675 ;C;C
Prefeitura Municipal de Uiramutã - RR;1400704;RR;9664;0,3600 ;A;1,6546 ;C;0,0964 ;A;C
Prefeitura Municipal de Saudades - SC;4217303;SC;9664;0,0454 ;A;0,9216 ;B;0,0553 ;A;B
Prefeitura Municipal de Antônio Dias - MG;3103009;MG;9660;0,3427 ;A;0,9065 ;B;20,1738 ;C;C
Prefeitura Municipal de Manduri - SP;3528601;SP;9653;;;0,8870 ;A;0,7465 ;A;
Prefeitura Municipal de Ipiranga do Piauí - PI;2204808;PI;9626;0,1898 ;A;1,1135 ;C;;;
Prefeitura Municipal de Capim Branco - MG;3112505;MG;9609;0,6006 ;B;0,9429 ;B;0,7693 ;A;B
Prefeitura Municipal de Aragoiânia - GO;5201801;GO;9607;0,2770 ;A;0,9069 ;B;-0,2314 ;C;C
Prefeitura Municipal de São Miguel do Gostoso - RN;2412559;RN;9606;0,3219 ;A;0,9990 ;C; -   ;;
Prefeitura Municipal de Terra Nova do Norte - MT;5108055;MT;9606;0,2660 ;A;0,9733 ;C;-0,4141 ;C;C
Prefeitura Municipal de Campos Lindos - TO;1703842;TO;9604;0,0141 ;A;0,9834 ;C;3,7870 ;C;C
Prefeitura Municipal de Euclides da Cunha Paulista - SP;3515350;SP;9600;0,2137 ;A;0,9963 ;C;0,8025 ;A;C
Prefeitura Municipal de Chapada - RS;4305306;RS;9597;0,0523 ;A;0,8577 ;A;0,0082 ;A;A
Prefeitura Municipal de Maravilha - AL;2704609;AL;9588;0,4131 ;A;;;;;
Prefeitura Municipal de Arenápolis - MT;5101308;MT;9576;0,0271 ;A;0,9989 ;C;-0,2071 ;C;C
Prefeitura Municipal de Palmeira d'Oeste - SP;3535200;SP;9545;0,0291 ;A;0,9725 ;C;;;
Prefeitura Municipal de Carbonita - MG;3113503;MG;9544;0,0302 ;A;0,9447 ;B;0,9026 ;A;B
Prefeitura Municipal de Frei Inocêncio - MG;3126901;MG;9543;0,2222 ;A;0,9848 ;C;0,4732 ;A;C
Prefeitura Municipal de Nova Bassano - RS;4312906;RS;9540;0,0044 ;A;0,8745 ;A;0,0661 ;A;A
Prefeitura Municipal de Rondon - PR;4122602;PR;9535;0,0660 ;A;1,0162 ;C;1,7355 ;C;C
Prefeitura Municipal de Planaltino - BA;2924900;BA;9529;0,1242 ;A;0,9006 ;B;;;
Prefeitura Municipal de Itapeva - MG;3133600;MG;9529;0,1112 ;A;0,9132 ;B;1,0193 ;C;C
Prefeitura Municipal de Pedrinhas - SE;2805109;SE;9523;0,6099 ;B;0,9399 ;B;27,1409 ;C;C
Prefeitura Municipal de São Domingos - SC;4216107;SC;9509;0,0775 ;A;0,9286 ;B;0,7025 ;A;B
Prefeitura Municipal de Bujari - AC;1200138;AC;9503;0,0944 ;A;0,9279 ;B;0,2542 ;A;B
Prefeitura Municipal de Buriti Alegre - GO;5203906;GO;9501;1,6262 ;C;0,9573 ;C;0,0379 ;A;C
Prefeitura Municipal de Nova Redenção - BA;2922854;BA;9485;;;0,9965 ;C; -   ;;
Prefeitura Municipal de Deputado Irapuan Pinheiro - CE;2304269;CE;9483;0,3160 ;A;0,9615 ;C;0,1198 ;A;C
Prefeitura Municipal de Cachoeira de Pajeú - MG;3102704;MG;9479;0,1097 ;A;0,9872 ;C;4.324.138,4286 ;C;C
Prefeitura Municipal de Verdejante - PE;2616100;PE;9471;-0,0001 ;A;1,1135 ;C;7,8026 ;C;C
Prefeitura Municipal de Triunfo - PB;2516805;PB;9465;0,7223 ;B;0,9859 ;C;-7,5746 ;C;C
Prefeitura Municipal de Pureza - RN;2410405;RN;9451;0,3900 ;A;0,9981 ;C;;;
Prefeitura Municipal de Coqueiral - MG;3118700;MG;9446;0,2578 ;A;0,8958 ;A;;;
Prefeitura Municipal de Porangaba - SP;3540507;SP;9434;0,0505 ;A;0,9450 ;B;0,4480 ;A;B
Prefeitura Municipal de Vila Pavão - ES;3205150;ES;9414;0,0916 ;A;0,8759 ;A;;;
Prefeitura Municipal de Quixabeira - BA;2925931;BA;9414;0,2097 ;A;0,9945 ;C;145,0789 ;C;C
Prefeitura Municipal de Caputira - MG;3112901;MG;9412;0,1791 ;A;1,0665 ;C;;;
Prefeitura Municipal de Varzedo - BA;2933174;BA;9409;0,5432 ;A;0,9120 ;B;0,6107 ;A;B
Prefeitura Municipal de Nova Campina - SP;3532827;SP;9406;0,0214 ;A;0,9062 ;B;0,1242 ;A;B
Prefeitura Municipal de Coronel Murta - MG;3119500;MG;9405;0,1551 ;A;0,9476 ;B;;;
Prefeitura Municipal de Várzea do Poço - BA;2933109;BA;9404;0,1242 ;A;1,0030 ;C;4,1583 ;C;C
Prefeitura Municipal de Tabaporã - MT;5107941;MT;9398;;;0,8657 ;A;0,0117 ;A;
Prefeitura Municipal de Igaratá - SP;3520202;SP;9397;0,0286 ;A;0,9098 ;B;0,2980 ;A;B
Prefeitura Municipal de Dom Inocêncio - PI;2203453;PI;9396;0,1036 ;A;23,7837 ;C;0,0487 ;A;C
Prefeitura Municipal de Olho d'Água do Casado - AL;2705804;AL;9381;0,2911 ;A;;;1,1080 ;C;
Prefeitura Municipal de São Domingos - BA;2928950;BA;9381;-0,0028 ;A;0,8873 ;A;2,3185 ;C;C
Prefeitura Municipal de Ibitirama - ES;3202553;ES;9379;;;0,9730 ;C;0,0466 ;A;
Prefeitura Municipal de Lagoa Grande - MG;3137536;MG;9369;;;0,9551 ;C;1,2167 ;C;
Prefeitura Municipal de Ariranha - SP;3503703;SP;9365;0,3239 ;A;0,9359 ;B;2,5960 ;C;C
Prefeitura Municipal de Candiota - RS;4304358;RS;9362;0,1378 ;A;0,8378 ;A;0,2138 ;A;A
Prefeitura Municipal de Herculândia - SP;3519006;SP;9338;0,0522 ;A;0,9832 ;C;3,8470 ;C;C
Prefeitura Municipal de Catuípe - RS;4305009;RS;9335;0,0406 ;A;0,9367 ;B;0,0822 ;A;B
Prefeitura Municipal de Caroebe - RR;1400233;RR;9331;0,6942 ;B;0,9675 ;C;0,1473 ;A;C
Prefeitura Municipal de Dumont - SP;3514601;SP;9325;0,1070 ;A;0,9564 ;C;;;
Prefeitura Municipal de Natividade - TO;1714203;TO;9301;0,1384 ;A;0,9104 ;B;0,4746 ;A;B
Prefeitura Municipal de Rodelas - BA;2927101;BA;9297;0,7222 ;B;0,9763 ;C;;;
Prefeitura Municipal de São Jorge d'Oeste - PR;4125209;PR;9296;0,0764 ;A;0,9022 ;B;0,1484 ;A;B
Prefeitura Municipal de Florânia - RN;2403806;RN;9258;0,0548 ;A;;;0,7486 ;A;
Prefeitura Municipal de Salto Grande - SP;3545407;SP;9255;0,1252 ;A;0,9766 ;C;;;
Prefeitura Municipal de Nova Veneza - GO;5215009;GO;9249;0,1298 ;A;;;7,2668 ;C;
Prefeitura Municipal de Palhano - CE;2310001;CE;9248;1,3333 ;B;0,9573 ;C;3,1885 ;C;C
Prefeitura Municipal de Baía Formosa - RN;2401404;RN;9247;0,3048 ;A;0,9849 ;C;9,8501 ;C;C
Prefeitura Municipal de Ilha Grande - PI;2204659;PI;9242;0,0834 ;A;1,0711 ;C;1,4133 ;C;C
Prefeitura Municipal de Japurá - PR;4112405;PR;9238;0,0720 ;A;;;0,1127 ;A;
Prefeitura Municipal de Santanópolis - BA;2928307;BA;9232;0,7015 ;B;1,2982 ;C;1,4263 ;C;C
Prefeitura Municipal de Sítio Novo do Tocantins - TO;1720804;TO;9217;0,0359 ;A;0,9693 ;C;;;
Prefeitura Municipal de Abaíra - BA;2900108;BA;9212;0,8282 ;B;0,8959 ;A;;;
Prefeitura Municipal de Santa Rita de Caldas - MG;3159209;MG;9208;0,1706 ;A;0,9716 ;C; -   ;;
Prefeitura Municipal de Corumbaíba - GO;5205901;GO;9206;0,0532 ;A;0,9280 ;B;2,8064 ;C;C
Prefeitura Municipal de Palmeiras - BA;2923506;BA;9191;0,6583 ;B;0,9201 ;B;0,2806 ;A;B
Prefeitura Municipal de Formoso - MG;3126208;MG;9184;0,0466 ;A;1,0412 ;C;4,8498 ;C;C
Prefeitura Municipal de Boa Vista do Gurupi - MA;2101970;MA;9164;0,9819 ;B;1,0327 ;C;;;
Prefeitura Municipal de Terra Roxa - SP;3554409;SP;9164;0,0912 ;A;0,8746 ;A;24,9222 ;C;C
Prefeitura Municipal de Coluna - MG;3116803;MG;9162;0,0115 ;A;0,9839 ;C;3,9845 ;C;C
Prefeitura Municipal de Pirambu - SE;2805307;SE;9153;0,0006 ;A;1,0356 ;C;14,8913 ;C;C
Prefeitura Municipal de Aratuípe - BA;2902302;BA;9150;0,1505 ;A;0,9707 ;C;2,4588 ;C;C
Prefeitura Municipal de Silves - AM;1304005;AM;9147;0,0131 ;A;0,8697 ;A;0,1190 ;A;A
Prefeitura Municipal de Urânia - SP;3555802;SP;9141;0,0069 ;A;0,9943 ;C;;;
Prefeitura Municipal de Verdelândia - MG;3171030;MG;9140;0,3324 ;A;1,0523 ;C;24,7302 ;C;C
Prefeitura Municipal de Jaborandi - BA;2917359;BA;9138;0,0515 ;A;0,9389 ;B;0,0288 ;A;B
Prefeitura Municipal de Francisco Santos - PI;2204204;PI;9108;;;0,8796 ;A;;;
Prefeitura Municipal de Lamarão - BA;2919108;BA;9099;0,3059 ;A;0,9539 ;C;;;
Prefeitura Municipal de São Sebastião do Alto - RJ;3305307;RJ;9075;;;1,0169 ;C;0,6612 ;A;
Prefeitura Municipal de Agudos do Sul - PR;4100301;PR;9073;0,0757 ;A;0,9720 ;C;13,3565 ;C;C
Prefeitura Municipal de Marilândia do Sul - PR;4114906;PR;9073;0,1207 ;A;0,9818 ;C;0,2163 ;A;C
Prefeitura Municipal de Rio Novo - MG;3155405;MG;9067;0,3905 ;A;1,0072 ;C;1,7270 ;C;C
Prefeitura Municipal de Carneiros - AL;2701803;AL;9065;0,1491 ;A;;;;;
Prefeitura Municipal de Casca - RS;4304903;RS;9059;0,0890 ;A;0,9383 ;B;0,3525 ;A;B
Prefeitura Municipal de Denise - MT;5103452;MT;9040;;;0,9738 ;C;1,1581 ;C;
Prefeitura Municipal de Itapiranga - AM;1302009;AM;9040;0,2839 ;A;1,3160 ;C;0,5646 ;A;C
Prefeitura Municipal de Guarani - MG;3128402;MG;9031;0,1553 ;A;1,0190 ;C;9,3314 ;C;C
Prefeitura Municipal de Rafard - SP;3542107;SP;9030;0,0082 ;A;0,8693 ;A;0,2131 ;A;A
Prefeitura Municipal de Cordisburgo - MG;3118908;MG;9029;0,1540 ;A;0,9377 ;B;0,1025 ;A;B
Prefeitura Municipal de Neves Paulista - SP;3532504;SP;9003;0,0404 ;A;0,9401 ;B;23,9740 ;C;C
Prefeitura Municipal de Jauru - MT;5105002;MT;9003;0,1433 ;A;0,9328 ;B;0,0725 ;A;B
Prefeitura Municipal de Lontra - MG;3138658;MG;8992;0,2301 ;A;0,9603 ;C;;;
Prefeitura Municipal de Itauçu - GO;5211404;GO;8988;0,0517 ;A;1,0294 ;C;1,3710 ;C;C
Prefeitura Municipal de Entre-Ijuís - RS;4306932;RS;8981;0,0212 ;A;0,8550 ;A;0,2994 ;A;A
Prefeitura Municipal de Brejão - PE;2602407;PE;8980;0,0217 ;A;1,0028 ;C; -   ;;
Prefeitura Municipal de Prados - MG;3152709;MG;8972;0,0256 ;A;0,9512 ;C;0,0738 ;A;C
Prefeitura Municipal de São Sebastião da Amoreira - PR;4126009;PR;8968;0,2057 ;A;0,8550 ;A;0,9370 ;A;A
Prefeitura Municipal de Morpará - BA;2921609;BA;8958;0,1296 ;A;0,9707 ;C;4,9151 ;C;C
Prefeitura Municipal de Montes Altos - MA;2107001;MA;8955;;;;; -   ;;
Prefeitura Municipal de Murici dos Portelas - PI;2206696;PI;8954;0,2366 ;A;0,9048 ;B;22,1675 ;C;C
